SUB_CRITERIO;CRITERIO;FECHA_INMUNIZACION;1aDOSIS1;2aDOSIS1
Población entre 18 a 39 años;Población Sana;25/03/2021;13124;524
Población entre 18 a 39 años;Población Sana;26/03/2021;17889;835
Población entre 18 a 39 años;Población Sana;27/03/2021;857;59
Población entre 18 a 39 años;Población Sana;28/03/2021;63;24
Población entre 18 a 39 años;Población Sana;29/03/2021;4926;3596
Población entre 18 a 39 años;Población Sana;30/03/2021;4101;5788
Población entre 18 a 39 años;Población Sana;31/03/2021;4018;6289
Población entre 18 a 39 años;Población Sana;01/04/2021;5061;5065
Población entre 18 a 39 años;Población Sana;02/04/2021;96;123
Población entre 18 a 39 años;Población Sana;03/04/2021;70;21
Población entre 18 a 39 años;Población Sana;04/04/2021;8;3
Población entre 18 a 39 años;Población Sana;05/04/2021;3001;3083
Población entre 18 a 39 años;Población Sana;06/04/2021;2968;1309
Población entre 18 a 39 años;Población Sana;07/04/2021;2542;801
Población entre 18 a 39 años;Población Sana;08/04/2021;2420;787
Población entre 40 a 49 años;Población Sana;;;
Población entre 40 a 49 años;Población Sana;03/02/2021;44;
Población entre 40 a 49 años;Población Sana;04/02/2021;224;
Población entre 40 a 49 años;Población Sana;05/02/2021;359;
Población entre 40 a 49 años;Población Sana;06/02/2021;171;
Población entre 40 a 49 años;Población Sana;07/02/2021;100;
Población entre 40 a 49 años;Población Sana;08/02/2021;670;
Población entre 40 a 49 años;Población Sana;09/02/2021;978;
Población entre 40 a 49 años;Población Sana;10/02/2021;1170;
Población entre 40 a 49 años;Población Sana;11/02/2021;1072;
Población entre 40 a 49 años;Población Sana;12/02/2021;1041;
Población entre 40 a 49 años;Población Sana;13/02/2021;332;
Población entre 40 a 49 años;Población Sana;14/02/2021;37;
Población entre 40 a 49 años;Población Sana;15/02/2021;990;
Población entre 40 a 49 años;Población Sana;16/02/2021;871;
Población entre 40 a 49 años;Población Sana;17/02/2021;671;
Población entre 40 a 49 años;Población Sana;18/02/2021;378;
Población entre 40 a 49 años;Población Sana;19/02/2021;304;
Población entre 40 a 49 años;Población Sana;20/02/2021;68;
Población entre 40 a 49 años;Población Sana;21/02/2021;2;
Población entre 40 a 49 años;Población Sana;22/02/2021;876;
Población entre 40 a 49 años;Población Sana;23/02/2021;1588;
Población entre 40 a 49 años;Población Sana;24/02/2021;8087;
Población entre 40 a 49 años;Población Sana;25/02/2021;7817;
Población entre 40 a 49 años;Población Sana;26/02/2021;2501;
Población entre 40 a 49 años;Población Sana;27/02/2021;167;
Población entre 40 a 49 años;Población Sana;28/02/2021;4;
Población entre 40 a 49 años;Población Sana;01/03/2021;993;
Población entre 40 a 49 años;Población Sana;02/03/2021;763;
Población entre 40 a 49 años;Población Sana;03/03/2021;655;41
Población entre 40 a 49 años;Población Sana;04/03/2021;565;213
Población entre 40 a 49 años;Población Sana;05/03/2021;638;313
Población entre 40 a 49 años;Población Sana;06/03/2021;55;155
Población entre 40 a 49 años;Población Sana;07/03/2021;7;93
Población entre 40 a 49 años;Población Sana;08/03/2021;457;623
Población entre 40 a 49 años;Población Sana;09/03/2021;456;917
Población entre 40 a 49 años;Población Sana;10/03/2021;465;1122
Población entre 40 a 49 años;Población Sana;11/03/2021;681;1028
Población entre 40 a 49 años;Población Sana;12/03/2021;3438;1014
Población entre 40 a 49 años;Población Sana;13/03/2021;345;279
Población entre 40 a 49 años;Población Sana;14/03/2021;32;30
Población entre 40 a 49 años;Población Sana;15/03/2021;3436;1318
Población entre 40 a 49 años;Población Sana;16/03/2021;1903;1790
Población entre 40 a 49 años;Población Sana;17/03/2021;1015;5062
Población entre 40 a 49 años;Población Sana;18/03/2021;845;4202
Población entre 40 a 49 años;Población Sana;19/03/2021;779;1185
Población entre 40 a 49 años;Población Sana;20/03/2021;181;78
Población entre 40 a 49 años;Población Sana;21/03/2021;63;6
Población entre 40 a 49 años;Población Sana;22/03/2021;1301;1326
Población entre 40 a 49 años;Población Sana;23/03/2021;3490;1322
Población entre 40 a 49 años;Población Sana;24/03/2021;4679;3086
Población entre 40 a 49 años;Población Sana;25/03/2021;2982;3193
Población entre 40 a 49 años;Población Sana;26/03/2021;2879;1221
Población entre 40 a 49 años;Población Sana;27/03/2021;396;33
Población entre 40 a 49 años;Población Sana;28/03/2021;25;2
Población entre 40 a 49 años;Población Sana;29/03/2021;2570;843
Población entre 40 a 49 años;Población Sana;30/03/2021;2192;712
Población entre 40 a 49 años;Población Sana;31/03/2021;2168;705
Población entre 40 a 49 años;Población Sana;01/04/2021;2405;693
Población entre 40 a 49 años;Población Sana;02/04/2021;31;22
Población entre 40 a 49 años;Población Sana;03/04/2021;53;8
Población entre 40 a 49 años;Población Sana;04/04/2021;10;3
Población entre 40 a 49 años;Población Sana;05/04/2021;2075;793
Población entre 40 a 49 años;Población Sana;06/04/2021;2237;599
Población entre 40 a 49 años;Población Sana;07/04/2021;2700;536
Población entre 40 a 49 años;Población Sana;08/04/2021;2115;637
Población entre 50 a 59 años;Población Sana;;;
Población entre 50 a 59 años;Población Sana;03/02/2021;204;
Población entre 50 a 59 años;Población Sana;04/02/2021;641;
Población entre 50 a 59 años;Población Sana;05/02/2021;853;
Población entre 50 a 59 años;Población Sana;06/02/2021;336;
Población entre 50 a 59 años;Población Sana;07/02/2021;141;
Población entre 50 a 59 años;Población Sana;08/02/2021;1605;
Población entre 50 a 59 años;Población Sana;09/02/2021;1909;
Población entre 50 a 59 años;Población Sana;10/02/2021;2063;
Población entre 50 a 59 años;Población Sana;11/02/2021;1810;
Población entre 50 a 59 años;Población Sana;12/02/2021;1628;
Población entre 50 a 59 años;Población Sana;13/02/2021;652;
Población entre 50 a 59 años;Población Sana;14/02/2021;61;
Población entre 50 a 59 años;Población Sana;15/02/2021;1855;
Población entre 50 a 59 años;Población Sana;16/02/2021;1802;
Población entre 50 a 59 años;Población Sana;17/02/2021;1405;
Población entre 50 a 59 años;Población Sana;18/02/2021;801;
Población entre 50 a 59 años;Población Sana;19/02/2021;643;
Población entre 50 a 59 años;Población Sana;20/02/2021;139;
Población entre 50 a 59 años;Población Sana;21/02/2021;8;
Población entre 50 a 59 años;Población Sana;22/02/2021;4568;
Población entre 50 a 59 años;Población Sana;23/02/2021;7959;
Población entre 50 a 59 años;Población Sana;24/02/2021;2298;
Población entre 50 a 59 años;Población Sana;25/02/2021;1652;
Población entre 50 a 59 años;Población Sana;26/02/2021;2377;
Población entre 50 a 59 años;Población Sana;27/02/2021;207;
Población entre 50 a 59 años;Población Sana;28/02/2021;8;
Población entre 50 a 59 años;Población Sana;01/03/2021;1181;
Población entre 50 a 59 años;Población Sana;02/03/2021;942;
Población entre 50 a 59 años;Población Sana;03/03/2021;978;210
Población entre 50 a 59 años;Población Sana;04/03/2021;1013;577
Población entre 50 a 59 años;Población Sana;05/03/2021;1571;791
Población entre 50 a 59 años;Población Sana;06/03/2021;189;302
Población entre 50 a 59 años;Población Sana;07/03/2021;24;113
Población entre 50 a 59 años;Población Sana;08/03/2021;11507;1505
Población entre 50 a 59 años;Población Sana;09/03/2021;8997;1875
Población entre 50 a 59 años;Población Sana;10/03/2021;6591;1964
Población entre 50 a 59 años;Población Sana;11/03/2021;7631;1735
Población entre 50 a 59 años;Población Sana;12/03/2021;3012;1630
Población entre 50 a 59 años;Población Sana;13/03/2021;979;560
Población entre 50 a 59 años;Población Sana;14/03/2021;99;39
Población entre 50 a 59 años;Población Sana;15/03/2021;2434;3319
Población entre 50 a 59 años;Población Sana;16/03/2021;1666;5993
Población entre 50 a 59 años;Población Sana;17/03/2021;1243;2875
Población entre 50 a 59 años;Población Sana;18/03/2021;1101;1709
Población entre 50 a 59 años;Población Sana;19/03/2021;987;1293
Población entre 50 a 59 años;Población Sana;20/03/2021;248;123
Población entre 50 a 59 años;Población Sana;21/03/2021;69;7
Población entre 50 a 59 años;Población Sana;22/03/2021;5247;3117
Población entre 50 a 59 años;Población Sana;23/03/2021;5564;3714
Población entre 50 a 59 años;Población Sana;24/03/2021;43569;1280
Población entre 50 a 59 años;Población Sana;25/03/2021;54221;930
Población entre 50 a 59 años;Población Sana;26/03/2021;57416;1152
Población entre 50 a 59 años;Población Sana;27/03/2021;2998;47
Población entre 50 a 59 años;Población Sana;28/03/2021;219;4
Población entre 50 a 59 años;Población Sana;29/03/2021;81886;992
Población entre 50 a 59 años;Población Sana;30/03/2021;68539;920
Población entre 50 a 59 años;Población Sana;31/03/2021;62193;1004
Población entre 50 a 59 años;Población Sana;01/04/2021;75146;1402
Población entre 50 a 59 años;Población Sana;02/04/2021;623;88
Población entre 50 a 59 años;Población Sana;03/04/2021;480;56
Población entre 50 a 59 años;Población Sana;04/04/2021;229;26
Población entre 50 a 59 años;Población Sana;05/04/2021;32074;10348
Población entre 50 a 59 años;Población Sana;06/04/2021;46752;8584
Población entre 50 a 59 años;Población Sana;07/04/2021;49455;6445
Población entre 50 a 59 años;Población Sana;08/04/2021;30600;7131
Población privada de libertad;Personas en centros cerrados;;;
Población privada de libertad;Personas en centros cerrados;03/02/2021;6;
Población privada de libertad;Personas en centros cerrados;04/02/2021;1;
Población privada de libertad;Personas en centros cerrados;06/02/2021;2;
Población privada de libertad;Personas en centros cerrados;07/02/2021;2;
Población privada de libertad;Personas en centros cerrados;08/02/2021;31;
Población privada de libertad;Personas en centros cerrados;09/02/2021;213;
Población privada de libertad;Personas en centros cerrados;10/02/2021;274;
Población privada de libertad;Personas en centros cerrados;11/02/2021;235;
Población privada de libertad;Personas en centros cerrados;12/02/2021;390;
Población privada de libertad;Personas en centros cerrados;13/02/2021;13;
Población privada de libertad;Personas en centros cerrados;14/02/2021;2;
Población privada de libertad;Personas en centros cerrados;15/02/2021;382;
Población privada de libertad;Personas en centros cerrados;16/02/2021;274;
Población privada de libertad;Personas en centros cerrados;17/02/2021;170;
Población privada de libertad;Personas en centros cerrados;18/02/2021;172;
Población privada de libertad;Personas en centros cerrados;19/02/2021;221;
Población privada de libertad;Personas en centros cerrados;20/02/2021;5;
Población privada de libertad;Personas en centros cerrados;22/02/2021;114;
Población privada de libertad;Personas en centros cerrados;23/02/2021;81;
Población privada de libertad;Personas en centros cerrados;24/02/2021;64;
Población privada de libertad;Personas en centros cerrados;25/02/2021;67;
Población privada de libertad;Personas en centros cerrados;26/02/2021;76;
Población privada de libertad;Personas en centros cerrados;27/02/2021;141;
Población privada de libertad;Personas en centros cerrados;28/02/2021;1;
Población privada de libertad;Personas en centros cerrados;01/03/2021;233;
Población privada de libertad;Personas en centros cerrados;02/03/2021;203;
Población privada de libertad;Personas en centros cerrados;03/03/2021;196;6
Población privada de libertad;Personas en centros cerrados;04/03/2021;221;1
Población privada de libertad;Personas en centros cerrados;05/03/2021;197;
Población privada de libertad;Personas en centros cerrados;06/03/2021;60;2
Población privada de libertad;Personas en centros cerrados;07/03/2021;4;2
Población privada de libertad;Personas en centros cerrados;08/03/2021;94;33
Población privada de libertad;Personas en centros cerrados;09/03/2021;216;192
Población privada de libertad;Personas en centros cerrados;10/03/2021;218;266
Población privada de libertad;Personas en centros cerrados;11/03/2021;526;315
Población privada de libertad;Personas en centros cerrados;12/03/2021;375;287
Población privada de libertad;Personas en centros cerrados;13/03/2021;27;11
Población privada de libertad;Personas en centros cerrados;14/03/2021;1;
Población privada de libertad;Personas en centros cerrados;15/03/2021;518;378
Población privada de libertad;Personas en centros cerrados;16/03/2021;1770;290
Población privada de libertad;Personas en centros cerrados;17/03/2021;1689;197
Población privada de libertad;Personas en centros cerrados;18/03/2021;1259;196
Población privada de libertad;Personas en centros cerrados;19/03/2021;866;222
Población privada de libertad;Personas en centros cerrados;20/03/2021;771;6
Población privada de libertad;Personas en centros cerrados;21/03/2021;1;
Población privada de libertad;Personas en centros cerrados;22/03/2021;785;133
Población privada de libertad;Personas en centros cerrados;23/03/2021;1262;211
Población privada de libertad;Personas en centros cerrados;24/03/2021;1162;45
Población privada de libertad;Personas en centros cerrados;25/03/2021;1416;49
Población privada de libertad;Personas en centros cerrados;26/03/2021;1391;44
Población privada de libertad;Personas en centros cerrados;27/03/2021;223;2
Población privada de libertad;Personas en centros cerrados;28/03/2021;;1
Población privada de libertad;Personas en centros cerrados;29/03/2021;304;213
Población privada de libertad;Personas en centros cerrados;30/03/2021;1032;187
Población privada de libertad;Personas en centros cerrados;31/03/2021;1167;205
Población privada de libertad;Personas en centros cerrados;01/04/2021;1397;261
Población privada de libertad;Personas en centros cerrados;02/04/2021;131;9
Población privada de libertad;Personas en centros cerrados;04/04/2021;;2
Población privada de libertad;Personas en centros cerrados;05/04/2021;184;239
Población privada de libertad;Personas en centros cerrados;06/04/2021;286;192
Población privada de libertad;Personas en centros cerrados;07/04/2021;910;159
Población privada de libertad;Personas en centros cerrados;08/04/2021;479;181
Privado;Personal de salud;;;
Privado;Personal de salud;25/12/2020;1528;
Privado;Personal de salud;26/12/2020;980;
Privado;Personal de salud;27/12/2020;190;
Privado;Personal de salud;04/01/2021;45;
Privado;Personal de salud;05/01/2021;177;
Privado;Personal de salud;13/01/2021;1;243
Privado;Personal de salud;14/01/2021;1247;1446
Privado;Personal de salud;15/01/2021;669;885
Privado;Personal de salud;16/01/2021;12;28
Privado;Personal de salud;18/01/2021;1373;
Privado;Personal de salud;19/01/2021;1677;
Privado;Personal de salud;20/01/2021;944;
Privado;Personal de salud;21/01/2021;335;
Privado;Personal de salud;22/01/2021;79;
Privado;Personal de salud;25/01/2021;2;210
Privado;Personal de salud;26/01/2021;2;15
Privado;Personal de salud;02/02/2021;1011;
Privado;Personal de salud;03/02/2021;22432;
Privado;Personal de salud;04/02/2021;26498;1227
Privado;Personal de salud;05/02/2021;28541;573
Privado;Personal de salud;06/02/2021;3430;1
Privado;Personal de salud;07/02/2021;423;
Privado;Personal de salud;08/02/2021;13386;1092
Privado;Personal de salud;09/02/2021;11983;1962
Privado;Personal de salud;10/02/2021;10201;991
Privado;Personal de salud;11/02/2021;8862;365
Privado;Personal de salud;12/02/2021;7319;13
Privado;Personal de salud;13/02/2021;963;
Privado;Personal de salud;14/02/2021;72;
Privado;Personal de salud;15/02/2021;5839;
Privado;Personal de salud;16/02/2021;5339;
Privado;Personal de salud;17/02/2021;4706;
Privado;Personal de salud;18/02/2021;4024;
Privado;Personal de salud;19/02/2021;3411;
Privado;Personal de salud;20/02/2021;221;
Privado;Personal de salud;21/02/2021;28;
Privado;Personal de salud;22/02/2021;1993;1
Privado;Personal de salud;23/02/2021;1587;5
Privado;Personal de salud;24/02/2021;1420;10
Privado;Personal de salud;25/02/2021;1345;28
Privado;Personal de salud;26/02/2021;1833;20
Privado;Personal de salud;27/02/2021;113;2
Privado;Personal de salud;28/02/2021;7;
Privado;Personal de salud;01/03/2021;1108;16
Privado;Personal de salud;02/03/2021;1117;1112
Privado;Personal de salud;03/03/2021;1743;19903
Privado;Personal de salud;04/03/2021;2209;24537
Privado;Personal de salud;05/03/2021;2006;26644
Privado;Personal de salud;06/03/2021;197;2780
Privado;Personal de salud;07/03/2021;22;361
Privado;Personal de salud;08/03/2021;1492;13899
Privado;Personal de salud;09/03/2021;1469;12455
Privado;Personal de salud;10/03/2021;1402;10266
Privado;Personal de salud;11/03/2021;1353;8937
Privado;Personal de salud;12/03/2021;1498;7668
Privado;Personal de salud;13/03/2021;231;765
Privado;Personal de salud;14/03/2021;23;77
Privado;Personal de salud;15/03/2021;1259;6156
Privado;Personal de salud;16/03/2021;1424;5561
Privado;Personal de salud;17/03/2021;1271;5116
Privado;Personal de salud;18/03/2021;1390;4391
Privado;Personal de salud;19/03/2021;1448;3894
Privado;Personal de salud;20/03/2021;215;481
Privado;Personal de salud;21/03/2021;28;33
Privado;Personal de salud;22/03/2021;1191;2471
Privado;Personal de salud;23/03/2021;1185;1989
Privado;Personal de salud;24/03/2021;1145;1526
Privado;Personal de salud;25/03/2021;1088;1267
Privado;Personal de salud;26/03/2021;1573;1463
Privado;Personal de salud;27/03/2021;91;63
Privado;Personal de salud;28/03/2021;3;10
Privado;Personal de salud;29/03/2021;872;1107
Privado;Personal de salud;30/03/2021;831;1177
Privado;Personal de salud;31/03/2021;831;1660
Privado;Personal de salud;01/04/2021;769;2419
Privado;Personal de salud;02/04/2021;15;74
Privado;Personal de salud;03/04/2021;7;16
Privado;Personal de salud;04/04/2021;6;8
Privado;Personal de salud;05/04/2021;596;2430
Privado;Personal de salud;06/04/2021;581;1696
Privado;Personal de salud;07/04/2021;524;1530
Privado;Personal de salud;08/04/2021;514;1324
Profesores y Parvularias;Personas Servicios infraestructura crítica;;;
Profesores y Parvularias;Personas Servicios infraestructura crítica;03/02/2021;1;
Profesores y Parvularias;Personas Servicios infraestructura crítica;04/02/2021;1;
Profesores y Parvularias;Personas Servicios infraestructura crítica;05/02/2021;1;
Profesores y Parvularias;Personas Servicios infraestructura crítica;06/02/2021;1;
Profesores y Parvularias;Personas Servicios infraestructura crítica;07/02/2021;1;
Profesores y Parvularias;Personas Servicios infraestructura crítica;08/02/2021;8;
Profesores y Parvularias;Personas Servicios infraestructura crítica;09/02/2021;173;
Profesores y Parvularias;Personas Servicios infraestructura crítica;10/02/2021;200;
Profesores y Parvularias;Personas Servicios infraestructura crítica;11/02/2021;296;
Profesores y Parvularias;Personas Servicios infraestructura crítica;12/02/2021;301;
Profesores y Parvularias;Personas Servicios infraestructura crítica;13/02/2021;1041;
Profesores y Parvularias;Personas Servicios infraestructura crítica;14/02/2021;95;
Profesores y Parvularias;Personas Servicios infraestructura crítica;15/02/2021;20655;
Profesores y Parvularias;Personas Servicios infraestructura crítica;16/02/2021;21301;
Profesores y Parvularias;Personas Servicios infraestructura crítica;17/02/2021;12484;
Profesores y Parvularias;Personas Servicios infraestructura crítica;18/02/2021;4152;
Profesores y Parvularias;Personas Servicios infraestructura crítica;19/02/2021;2869;
Profesores y Parvularias;Personas Servicios infraestructura crítica;20/02/2021;388;
Profesores y Parvularias;Personas Servicios infraestructura crítica;21/02/2021;10;
Profesores y Parvularias;Personas Servicios infraestructura crítica;22/02/2021;20010;
Profesores y Parvularias;Personas Servicios infraestructura crítica;23/02/2021;24734;
Profesores y Parvularias;Personas Servicios infraestructura crítica;24/02/2021;25458;
Profesores y Parvularias;Personas Servicios infraestructura crítica;25/02/2021;28465;
Profesores y Parvularias;Personas Servicios infraestructura crítica;26/02/2021;21257;
Profesores y Parvularias;Personas Servicios infraestructura crítica;27/02/2021;1522;
Profesores y Parvularias;Personas Servicios infraestructura crítica;28/02/2021;85;
Profesores y Parvularias;Personas Servicios infraestructura crítica;01/03/2021;27926;
Profesores y Parvularias;Personas Servicios infraestructura crítica;02/03/2021;35480;1
Profesores y Parvularias;Personas Servicios infraestructura crítica;03/03/2021;31767;
Profesores y Parvularias;Personas Servicios infraestructura crítica;04/03/2021;20955;2
Profesores y Parvularias;Personas Servicios infraestructura crítica;05/03/2021;11714;2
Profesores y Parvularias;Personas Servicios infraestructura crítica;06/03/2021;777;
Profesores y Parvularias;Personas Servicios infraestructura crítica;07/03/2021;47;
Profesores y Parvularias;Personas Servicios infraestructura crítica;08/03/2021;2890;19
Profesores y Parvularias;Personas Servicios infraestructura crítica;09/03/2021;2169;143
Profesores y Parvularias;Personas Servicios infraestructura crítica;10/03/2021;1975;162
Profesores y Parvularias;Personas Servicios infraestructura crítica;11/03/2021;1816;327
Profesores y Parvularias;Personas Servicios infraestructura crítica;12/03/2021;2273;427
Profesores y Parvularias;Personas Servicios infraestructura crítica;13/03/2021;437;887
Profesores y Parvularias;Personas Servicios infraestructura crítica;14/03/2021;60;57
Profesores y Parvularias;Personas Servicios infraestructura crítica;15/03/2021;1759;25430
Profesores y Parvularias;Personas Servicios infraestructura crítica;16/03/2021;1875;34514
Profesores y Parvularias;Personas Servicios infraestructura crítica;17/03/2021;1763;28224
Profesores y Parvularias;Personas Servicios infraestructura crítica;18/03/2021;1691;20317
Profesores y Parvularias;Personas Servicios infraestructura crítica;19/03/2021;1766;9725
Profesores y Parvularias;Personas Servicios infraestructura crítica;20/03/2021;275;523
Profesores y Parvularias;Personas Servicios infraestructura crítica;21/03/2021;41;29
Profesores y Parvularias;Personas Servicios infraestructura crítica;22/03/2021;1530;22831
Profesores y Parvularias;Personas Servicios infraestructura crítica;23/03/2021;1419;17852
Profesores y Parvularias;Personas Servicios infraestructura crítica;24/03/2021;1234;11072
Profesores y Parvularias;Personas Servicios infraestructura crítica;25/03/2021;1023;10758
Profesores y Parvularias;Personas Servicios infraestructura crítica;26/03/2021;1165;8139
Profesores y Parvularias;Personas Servicios infraestructura crítica;27/03/2021;99;401
Profesores y Parvularias;Personas Servicios infraestructura crítica;28/03/2021;6;92
Profesores y Parvularias;Personas Servicios infraestructura crítica;29/03/2021;968;17614
Profesores y Parvularias;Personas Servicios infraestructura crítica;30/03/2021;906;27789
Profesores y Parvularias;Personas Servicios infraestructura crítica;31/03/2021;864;28765
Profesores y Parvularias;Personas Servicios infraestructura crítica;01/04/2021;827;22046
Profesores y Parvularias;Personas Servicios infraestructura crítica;02/04/2021;12;369
Profesores y Parvularias;Personas Servicios infraestructura crítica;03/04/2021;13;107
Profesores y Parvularias;Personas Servicios infraestructura crítica;04/04/2021;7;34
Profesores y Parvularias;Personas Servicios infraestructura crítica;05/04/2021;589;12008
Profesores y Parvularias;Personas Servicios infraestructura crítica;06/04/2021;536;5230
Profesores y Parvularias;Personas Servicios infraestructura crítica;07/04/2021;528;3349
Profesores y Parvularias;Personas Servicios infraestructura crítica;08/04/2021;427;2540
Público;Personal de salud;;;
Público;Personal de salud;24/12/2020;419;
Público;Personal de salud;25/12/2020;2984;
Público;Personal de salud;26/12/2020;1955;
Público;Personal de salud;27/12/2020;65;
Público;Personal de salud;04/01/2021;360;
Público;Personal de salud;05/01/2021;1264;
Público;Personal de salud;06/01/2021;205;
Público;Personal de salud;13/01/2021;;639
Público;Personal de salud;14/01/2021;511;3081
Público;Personal de salud;15/01/2021;227;1491
Público;Personal de salud;16/01/2021;11;39
Público;Personal de salud;18/01/2021;8872;
Público;Personal de salud;19/01/2021;16417;2
Público;Personal de salud;20/01/2021;7677;
Público;Personal de salud;21/01/2021;2323;
Público;Personal de salud;22/01/2021;312;
Público;Personal de salud;25/01/2021;15;1187
Público;Personal de salud;26/01/2021;9;580
Público;Personal de salud;27/01/2021;1;34
Público;Personal de salud;29/01/2021;;5
Público;Personal de salud;02/02/2021;11372;6
Público;Personal de salud;03/02/2021;73369;
Público;Personal de salud;04/02/2021;43141;517
Público;Personal de salud;05/02/2021;29156;59
Público;Personal de salud;06/02/2021;2638;4
Público;Personal de salud;07/02/2021;636;1
Público;Personal de salud;08/02/2021;17038;10050
Público;Personal de salud;09/02/2021;12516;16081
Público;Personal de salud;10/02/2021;10639;6635
Público;Personal de salud;11/02/2021;9537;2092
Público;Personal de salud;12/02/2021;6345;179
Público;Personal de salud;13/02/2021;530;30
Público;Personal de salud;14/02/2021;56;
Público;Personal de salud;15/02/2021;5075;
Público;Personal de salud;16/02/2021;4952;
Público;Personal de salud;17/02/2021;3645;
Público;Personal de salud;18/02/2021;3204;
Público;Personal de salud;19/02/2021;2566;
Público;Personal de salud;20/02/2021;130;
Público;Personal de salud;21/02/2021;6;
Público;Personal de salud;22/02/2021;1979;20
Público;Personal de salud;23/02/2021;1868;33
Público;Personal de salud;24/02/2021;1443;129
Público;Personal de salud;25/02/2021;1481;97
Público;Personal de salud;26/02/2021;2010;90
Público;Personal de salud;27/02/2021;160;1
Público;Personal de salud;28/02/2021;7;
Público;Personal de salud;01/03/2021;1489;366
Público;Personal de salud;02/03/2021;1668;9719
Público;Personal de salud;03/03/2021;3141;65143
Público;Personal de salud;04/03/2021;2504;42603
Público;Personal de salud;05/03/2021;2255;29086
Público;Personal de salud;06/03/2021;279;2040
Público;Personal de salud;07/03/2021;16;405
Público;Personal de salud;08/03/2021;1612;17943
Público;Personal de salud;09/03/2021;1529;13426
Público;Personal de salud;10/03/2021;1479;11108
Público;Personal de salud;11/03/2021;1788;10093
Público;Personal de salud;12/03/2021;1582;6741
Público;Personal de salud;13/03/2021;181;551
Público;Personal de salud;14/03/2021;26;82
Público;Personal de salud;15/03/2021;1459;5481
Público;Personal de salud;16/03/2021;1505;5323
Público;Personal de salud;17/03/2021;1425;4297
Público;Personal de salud;18/03/2021;1483;3591
Público;Personal de salud;19/03/2021;1491;3054
Público;Personal de salud;20/03/2021;137;172
Público;Personal de salud;21/03/2021;31;15
Público;Personal de salud;22/03/2021;1301;2581
Público;Personal de salud;23/03/2021;1161;2233
Público;Personal de salud;24/03/2021;1209;1571
Público;Personal de salud;25/03/2021;1129;1362
Público;Personal de salud;26/03/2021;1120;1627
Público;Personal de salud;27/03/2021;51;55
Público;Personal de salud;28/03/2021;8;6
Público;Personal de salud;29/03/2021;935;1415
Público;Personal de salud;30/03/2021;872;1608
Público;Personal de salud;31/03/2021;795;2620
Público;Personal de salud;01/04/2021;836;2462
Público;Personal de salud;02/04/2021;8;61
Público;Personal de salud;03/04/2021;9;22
Público;Personal de salud;04/04/2021;3;10
Público;Personal de salud;05/04/2021;783;2950
Público;Personal de salud;06/04/2021;724;2020
Público;Personal de salud;07/04/2021;586;1635
Público;Personal de salud;08/04/2021;497;1756
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;;;
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;18/01/2021;105;
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;19/01/2021;315;
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;20/01/2021;29;
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;03/02/2021;524;
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;04/02/2021;1043;
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;05/02/2021;1314;
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;06/02/2021;105;
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;07/02/2021;5;
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;08/02/2021;707;87
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;09/02/2021;586;275
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;10/02/2021;904;51
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;11/02/2021;434;15
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;12/02/2021;623;1
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;13/02/2021;31;
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;14/02/2021;4;
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;15/02/2021;354;
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;16/02/2021;347;
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;17/02/2021;331;
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;18/02/2021;272;
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;19/02/2021;270;
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;20/02/2021;15;
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;22/02/2021;115;
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;23/02/2021;78;
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;24/02/2021;113;
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;25/02/2021;137;1
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;26/02/2021;316;4
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;27/02/2021;9;1
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;01/03/2021;65;
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;02/03/2021;94;3
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;03/03/2021;167;442
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;04/03/2021;183;913
Servicio Nacional de Menores (SENAME);Personas en centros cerrados;05/03/2021;251;1288
