REGION_CORTO;SEXO;EDAD_ANOS;Laboratorio;FECHA_INMUNIZACION;SUM_of_1aDOSIS;SUM_of_2aDOSIS;SUM_of_ÚnicaDOSIS
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;31/03/2021;2;1;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;03/04/2021;1;;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;05/04/2021;1;;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;12/04/2021;1;;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;13/04/2021;1;;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;14/04/2021;;1;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;16/04/2021;;5;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;19/04/2021;;4;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;20/04/2021;;4;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;21/04/2021;;2;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;26/04/2021;1;2;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;28/04/2021;;1;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;30/04/2021;3;1;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;01/05/2021;1;;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;03/05/2021;;2;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;04/05/2021;;1;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;10/05/2021;1;1;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;11/05/2021;1;1;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;17/05/2021;2;;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;18/05/2021;1;;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;24/05/2021;1;;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;25/05/2021;1;;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;26/05/2021;4;1;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;27/05/2021;1;1;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;28/05/2021;1;2;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;31/05/2021;2;1;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;01/06/2021;3;;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;02/06/2021;2;;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;03/06/2021;1;;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;04/06/2021;1;;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;07/06/2021;3;;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;08/06/2021;12;2;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;09/06/2021;56;;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;10/06/2021;19;;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;11/06/2021;4;;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;14/06/2021;3;2;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;15/06/2021;1;;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;17/06/2021;;1;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;22/06/2021;2;2;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;23/06/2021;1;3;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;24/06/2021;7;1;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;25/06/2021;6;1;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;26/06/2021;1;1;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;29/06/2021;5;2;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;30/06/2021;5;3;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;01/07/2021;110;3;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;02/07/2021;64;;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;03/07/2021;7;;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;04/07/2021;2;;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;05/07/2021;14;6;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;06/07/2021;16;10;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;07/07/2021;30;44;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;08/07/2021;31;18;
" Aisén Gral. C. Ibáñez Campo";Mujer;17;Pfizer;09/07/2021;25;11;
" Antofagasta";Desconocido;16;Pfizer;06/07/2021;1;;
" Antofagasta";Desconocido;16;Pfizer;09/07/2021;1;;
" Antofagasta";Hombre;12;Pfizer;22/06/2021;9;;
" Antofagasta";Hombre;12;Pfizer;23/06/2021;18;;
" Antofagasta";Hombre;12;Pfizer;24/06/2021;14;;
" Antofagasta";Hombre;12;Pfizer;25/06/2021;26;;
" Antofagasta";Hombre;12;Pfizer;26/06/2021;4;;
" Antofagasta";Hombre;12;Pfizer;28/06/2021;6;;
" Antofagasta";Hombre;12;Pfizer;29/06/2021;23;;
" Antofagasta";Hombre;12;Pfizer;30/06/2021;8;;
" Antofagasta";Hombre;12;Pfizer;01/07/2021;18;;
" Antofagasta";Hombre;12;Pfizer;02/07/2021;6;;
" Antofagasta";Hombre;12;Pfizer;03/07/2021;2;;
" Antofagasta";Hombre;12;Pfizer;05/07/2021;16;;
" Antofagasta";Hombre;12;Pfizer;06/07/2021;13;;
" Antofagasta";Hombre;12;Pfizer;07/07/2021;9;;
" Antofagasta";Hombre;12;Pfizer;08/07/2021;7;;
" Antofagasta";Hombre;12;Pfizer;09/07/2021;9;;
" Antofagasta";Hombre;13;Pfizer;21/06/2021;3;;
" Antofagasta";Hombre;13;Pfizer;22/06/2021;13;;
" Antofagasta";Hombre;13;Pfizer;23/06/2021;19;;
" Antofagasta";Hombre;13;Pfizer;24/06/2021;17;;
" Antofagasta";Hombre;13;Pfizer;25/06/2021;23;;
" Antofagasta";Hombre;13;Pfizer;26/06/2021;8;;
" Antofagasta";Hombre;13;Pfizer;28/06/2021;2;;
" Antofagasta";Hombre;13;Pfizer;29/06/2021;12;;
" Antofagasta";Hombre;13;Pfizer;30/06/2021;15;;
" Antofagasta";Hombre;13;Pfizer;01/07/2021;13;;
" Antofagasta";Hombre;13;Pfizer;02/07/2021;24;;
" Antofagasta";Hombre;13;Pfizer;03/07/2021;2;;
" Antofagasta";Hombre;13;Pfizer;05/07/2021;9;;
" Antofagasta";Hombre;13;Pfizer;06/07/2021;15;;
" Antofagasta";Hombre;13;Pfizer;07/07/2021;11;;
" Antofagasta";Hombre;13;Pfizer;08/07/2021;12;;
" Antofagasta";Hombre;13;Pfizer;09/07/2021;14;;
" Antofagasta";Hombre;14;Pfizer;21/06/2021;3;;
" Antofagasta";Hombre;14;Pfizer;22/06/2021;15;;
" Antofagasta";Hombre;14;Pfizer;23/06/2021;20;;
" Antofagasta";Hombre;14;Pfizer;24/06/2021;18;;
" Antofagasta";Hombre;14;Pfizer;25/06/2021;23;;
" Antofagasta";Hombre;14;Pfizer;26/06/2021;9;;
" Antofagasta";Hombre;14;Pfizer;28/06/2021;2;;
" Antofagasta";Hombre;14;Pfizer;29/06/2021;16;;
" Antofagasta";Hombre;14;Pfizer;30/06/2021;11;;
" Antofagasta";Hombre;14;Pfizer;01/07/2021;21;;
" Antofagasta";Hombre;14;Pfizer;02/07/2021;17;;
" Antofagasta";Hombre;14;Pfizer;03/07/2021;2;;
" Antofagasta";Hombre;14;Pfizer;05/07/2021;15;;
" Antofagasta";Hombre;14;Pfizer;06/07/2021;10;;
" Antofagasta";Hombre;14;Pfizer;07/07/2021;11;;
" Antofagasta";Hombre;14;Pfizer;08/07/2021;9;;
" Antofagasta";Hombre;14;Pfizer;09/07/2021;11;;
" Antofagasta";Hombre;15;Pfizer;23/03/2021;1;;
" Antofagasta";Hombre;15;Pfizer;20/04/2021;;1;
" Antofagasta";Hombre;15;Pfizer;04/06/2021;1;;
" Antofagasta";Hombre;15;Pfizer;11/06/2021;1;;
" Antofagasta";Hombre;15;Pfizer;21/06/2021;13;;
" Antofagasta";Hombre;15;Pfizer;22/06/2021;23;;
" Antofagasta";Hombre;15;Pfizer;23/06/2021;17;;
" Antofagasta";Hombre;15;Pfizer;24/06/2021;17;;
" Antofagasta";Hombre;15;Pfizer;25/06/2021;23;;
" Antofagasta";Hombre;15;Pfizer;26/06/2021;4;;
" Antofagasta";Hombre;15;Pfizer;28/06/2021;4;;
" Antofagasta";Hombre;15;Pfizer;29/06/2021;18;;
" Antofagasta";Hombre;15;Pfizer;30/06/2021;14;;
" Antofagasta";Hombre;15;Pfizer;01/07/2021;12;;
" Antofagasta";Hombre;15;Pfizer;02/07/2021;14;1;
" Antofagasta";Hombre;15;Pfizer;05/07/2021;8;;
" Antofagasta";Hombre;15;Pfizer;06/07/2021;13;;
" Antofagasta";Hombre;15;Pfizer;07/07/2021;7;;
" Antofagasta";Hombre;15;Pfizer;08/07/2021;14;;
" Antofagasta";Hombre;15;Pfizer;09/07/2021;22;;
" Antofagasta";Hombre;16;Pfizer;02/03/2021;2;;
" Antofagasta";Hombre;16;Pfizer;03/03/2021;1;;
" Antofagasta";Hombre;16;Pfizer;15/03/2021;4;;
" Antofagasta";Hombre;16;Pfizer;16/03/2021;6;;
" Antofagasta";Hombre;16;Pfizer;17/03/2021;2;;
" Antofagasta";Hombre;16;Pfizer;18/03/2021;2;;
" Antofagasta";Hombre;16;Pfizer;19/03/2021;63;;
" Antofagasta";Hombre;16;Pfizer;22/03/2021;21;;
" Antofagasta";Hombre;16;Pfizer;23/03/2021;9;;
" Antofagasta";Hombre;16;Pfizer;24/03/2021;7;;
" Antofagasta";Hombre;16;Pfizer;25/03/2021;5;;
" Antofagasta";Hombre;16;Pfizer;26/03/2021;4;;
" Antofagasta";Hombre;16;Pfizer;29/03/2021;12;1;
" Antofagasta";Hombre;16;Pfizer;30/03/2021;;1;
" Antofagasta";Hombre;16;Pfizer;31/03/2021;6;1;
" Antofagasta";Hombre;16;Pfizer;01/04/2021;3;;
" Antofagasta";Hombre;16;Pfizer;05/04/2021;9;;
" Antofagasta";Hombre;16;Pfizer;06/04/2021;3;;
" Antofagasta";Hombre;16;Pfizer;07/04/2021;5;;
" Antofagasta";Hombre;16;Pfizer;08/04/2021;6;;
" Antofagasta";Hombre;16;Pfizer;09/04/2021;10;1;
" Antofagasta";Hombre;16;Pfizer;10/04/2021;2;;
" Antofagasta";Hombre;16;Pfizer;12/04/2021;9;6;
" Antofagasta";Hombre;16;Pfizer;13/04/2021;12;5;
" Antofagasta";Hombre;16;Pfizer;14/04/2021;4;1;
" Antofagasta";Hombre;16;Pfizer;15/04/2021;3;3;
" Antofagasta";Hombre;16;Pfizer;16/04/2021;6;50;
" Antofagasta";Hombre;16;Pfizer;17/04/2021;;3;
" Antofagasta";Hombre;16;Pfizer;19/04/2021;;25;
" Antofagasta";Hombre;16;Pfizer;20/04/2021;10;9;
" Antofagasta";Hombre;16;Pfizer;21/04/2021;2;9;
" Antofagasta";Hombre;16;Pfizer;22/04/2021;;5;
" Antofagasta";Hombre;16;Pfizer;23/04/2021;;3;
" Antofagasta";Hombre;16;Pfizer;26/04/2021;;11;
" Antofagasta";Hombre;16;Pfizer;28/04/2021;;4;
" Antofagasta";Hombre;16;Pfizer;29/04/2021;;4;
" Antofagasta";Hombre;16;Pfizer;30/04/2021;;2;
" Antofagasta";Hombre;16;Pfizer;03/05/2021;;5;
" Antofagasta";Hombre;16;Pfizer;04/05/2021;;4;
" Antofagasta";Hombre;16;Pfizer;05/05/2021;;7;
" Antofagasta";Hombre;16;Pfizer;06/05/2021;;2;
" Antofagasta";Hombre;16;Pfizer;07/05/2021;2;8;
" Antofagasta";Hombre;16;Pfizer;08/05/2021;2;3;
" Antofagasta";Hombre;16;Pfizer;10/05/2021;6;6;
" Antofagasta";Hombre;16;Pfizer;11/05/2021;3;14;
" Antofagasta";Hombre;16;Pfizer;12/05/2021;3;7;
" Antofagasta";Hombre;16;Pfizer;13/05/2021;;2;
" Antofagasta";Hombre;16;Pfizer;14/05/2021;;3;
" Antofagasta";Hombre;16;Pfizer;15/05/2021;1;;
" Antofagasta";Hombre;16;Pfizer;17/05/2021;1;3;
" Antofagasta";Hombre;16;Pfizer;18/05/2021;;7;
" Antofagasta";Hombre;16;Pfizer;20/05/2021;1;;
" Antofagasta";Hombre;16;Pfizer;25/05/2021;;7;
" Antofagasta";Hombre;16;Pfizer;26/05/2021;4;;
" Antofagasta";Hombre;16;Pfizer;28/05/2021;1;1;
" Antofagasta";Hombre;16;Pfizer;31/05/2021;2;;
" Antofagasta";Hombre;16;Pfizer;02/06/2021;4;;
" Antofagasta";Hombre;16;Pfizer;04/06/2021;2;1;
" Antofagasta";Hombre;16;Pfizer;07/06/2021;5;7;
" Antofagasta";Hombre;16;Pfizer;08/06/2021;2;3;
" Antofagasta";Hombre;16;Pfizer;09/06/2021;4;3;
" Antofagasta";Hombre;16;Pfizer;10/06/2021;1;;
" Antofagasta";Hombre;16;Pfizer;11/06/2021;4;1;
" Antofagasta";Hombre;16;Pfizer;14/06/2021;2;2;
" Antofagasta";Hombre;16;Pfizer;15/06/2021;2;;
" Antofagasta";Hombre;16;Pfizer;17/06/2021;1;;
" Antofagasta";Hombre;16;Pfizer;18/06/2021;2;;
" Antofagasta";Hombre;16;Pfizer;21/06/2021;2;;
" Antofagasta";Hombre;16;Pfizer;22/06/2021;13;;
" Antofagasta";Hombre;16;Pfizer;23/06/2021;11;5;
" Antofagasta";Hombre;16;Pfizer;24/06/2021;11;1;
" Antofagasta";Hombre;16;Pfizer;25/06/2021;19;1;
" Antofagasta";Hombre;16;Pfizer;26/06/2021;3;;
" Antofagasta";Hombre;16;Pfizer;28/06/2021;4;;
" Antofagasta";Hombre;16;Pfizer;29/06/2021;9;1;
" Antofagasta";Hombre;16;Pfizer;30/06/2021;4;2;
" Antofagasta";Hombre;16;Pfizer;01/07/2021;16;2;
" Antofagasta";Hombre;16;Pfizer;02/07/2021;18;2;
" Antofagasta";Hombre;16;Pfizer;03/07/2021;1;;
" Antofagasta";Hombre;16;Pfizer;05/07/2021;81;2;
" Antofagasta";Hombre;16;Pfizer;06/07/2021;88;4;
" Antofagasta";Hombre;16;Pfizer;07/07/2021;587;3;
" Antofagasta";Hombre;16;Pfizer;08/07/2021;469;2;
" Antofagasta";Hombre;16;Pfizer;09/07/2021;350;7;
" Antofagasta";Hombre;17;Pfizer;01/03/2021;1;;
" Antofagasta";Hombre;17;Pfizer;15/03/2021;5;;
" Antofagasta";Hombre;17;Pfizer;16/03/2021;5;;
" Antofagasta";Hombre;17;Pfizer;17/03/2021;7;;
" Antofagasta";Hombre;17;Pfizer;18/03/2021;8;;
" Antofagasta";Hombre;17;Pfizer;19/03/2021;66;;
" Antofagasta";Hombre;17;Pfizer;22/03/2021;26;1;
" Antofagasta";Hombre;17;Pfizer;23/03/2021;14;;
" Antofagasta";Hombre;17;Pfizer;24/03/2021;11;;
" Antofagasta";Hombre;17;Pfizer;25/03/2021;6;;
" Antofagasta";Hombre;17;Pfizer;26/03/2021;7;;
" Antofagasta";Hombre;17;Pfizer;29/03/2021;11;;
" Antofagasta";Hombre;17;Pfizer;30/03/2021;5;;
" Antofagasta";Hombre;17;Pfizer;31/03/2021;3;;
" Antofagasta";Hombre;17;Pfizer;01/04/2021;1;;
" Antofagasta";Hombre;17;Pfizer;05/04/2021;10;;
" Antofagasta";Hombre;17;Pfizer;06/04/2021;7;;
" Antofagasta";Hombre;17;Pfizer;07/04/2021;5;;
" Antofagasta";Hombre;17;Pfizer;08/04/2021;11;1;
" Antofagasta";Hombre;17;Pfizer;09/04/2021;7;;
" Antofagasta";Hombre;17;Pfizer;10/04/2021;2;1;
" Antofagasta";Hombre;17;Pfizer;12/04/2021;5;7;
" Antofagasta";Hombre;17;Pfizer;13/04/2021;8;6;
" Antofagasta";Hombre;17;Pfizer;14/04/2021;8;5;
" Antofagasta";Hombre;17;Pfizer;15/04/2021;5;6;
" Antofagasta";Hombre;17;Pfizer;16/04/2021;5;48;
" Antofagasta";Hombre;17;Pfizer;17/04/2021;1;4;
" Antofagasta";Hombre;17;Pfizer;19/04/2021;;30;
" Antofagasta";Hombre;17;Pfizer;20/04/2021;8;17;
" Antofagasta";Hombre;17;Pfizer;21/04/2021;;11;
" Antofagasta";Hombre;17;Pfizer;22/04/2021;;5;
" Antofagasta";Hombre;17;Pfizer;23/04/2021;;7;
" Antofagasta";Hombre;17;Pfizer;24/04/2021;9;1;
" Antofagasta";Hombre;17;Pfizer;26/04/2021;;11;
" Antofagasta";Hombre;17;Pfizer;27/04/2021;1;6;
" Antofagasta";Hombre;17;Pfizer;28/04/2021;;3;
" Antofagasta";Hombre;17;Pfizer;29/04/2021;;1;
" Antofagasta";Hombre;17;Pfizer;03/05/2021;;10;
" Antofagasta";Hombre;17;Pfizer;04/05/2021;;6;
" Antofagasta";Hombre;17;Pfizer;05/05/2021;;3;
" Antofagasta";Hombre;17;Pfizer;06/05/2021;1;8;
" Antofagasta";Hombre;17;Pfizer;07/05/2021;4;11;
" Antofagasta";Hombre;17;Pfizer;08/05/2021;3;2;
" Antofagasta";Hombre;17;Pfizer;10/05/2021;2;4;
" Antofagasta";Hombre;17;Pfizer;11/05/2021;2;9;
" Antofagasta";Hombre;17;Pfizer;12/05/2021;;7;
" Antofagasta";Hombre;17;Pfizer;13/05/2021;1;4;
" Antofagasta";Hombre;17;Pfizer;14/05/2021;;5;
" Antofagasta";Hombre;17;Pfizer;18/05/2021;;7;
" Antofagasta";Hombre;17;Pfizer;19/05/2021;2;;
" Antofagasta";Hombre;17;Pfizer;20/05/2021;;1;
" Antofagasta";Hombre;17;Pfizer;22/05/2021;;3;
" Antofagasta";Hombre;17;Pfizer;24/05/2021;1;6;
" Antofagasta";Hombre;17;Pfizer;25/05/2021;;3;
" Antofagasta";Hombre;17;Pfizer;26/05/2021;2;3;
" Antofagasta";Hombre;17;Pfizer;27/05/2021;2;;
" Antofagasta";Hombre;17;Pfizer;31/05/2021;;1;
" Antofagasta";Hombre;17;Pfizer;01/06/2021;2;2;
" Antofagasta";Hombre;17;Pfizer;02/06/2021;;1;
" Antofagasta";Hombre;17;Pfizer;03/06/2021;3;1;
" Antofagasta";Hombre;17;Pfizer;04/06/2021;3;1;
" Antofagasta";Hombre;17;Pfizer;07/06/2021;3;5;
" Antofagasta";Hombre;17;Pfizer;08/06/2021;5;3;
" Antofagasta";Hombre;17;Pfizer;09/06/2021;5;1;
" Antofagasta";Hombre;17;Pfizer;10/06/2021;3;;
" Antofagasta";Hombre;17;Pfizer;11/06/2021;4;1;
" Antofagasta";Hombre;17;Pfizer;12/06/2021;1;;
" Antofagasta";Hombre;17;Pfizer;14/06/2021;4;;
" Antofagasta";Hombre;17;Pfizer;15/06/2021;;1;
" Antofagasta";Hombre;17;Pfizer;16/06/2021;;2;
" Antofagasta";Hombre;17;Pfizer;17/06/2021;;1;
" Antofagasta";Hombre;17;Pfizer;18/06/2021;2;;
" Antofagasta";Hombre;17;Pfizer;21/06/2021;4;;
" Antofagasta";Hombre;17;Pfizer;22/06/2021;14;1;
" Antofagasta";Hombre;17;Pfizer;23/06/2021;10;1;
" Antofagasta";Hombre;17;Pfizer;24/06/2021;13;1;
" Antofagasta";Hombre;17;Pfizer;25/06/2021;19;1;
" Antofagasta";Hombre;17;Pfizer;26/06/2021;3;;
" Antofagasta";Hombre;17;Pfizer;28/06/2021;4;;
" Antofagasta";Hombre;17;Pfizer;29/06/2021;62;3;
" Antofagasta";Hombre;17;Pfizer;30/06/2021;91;;
" Antofagasta";Hombre;17;Pfizer;01/07/2021;832;4;
" Antofagasta";Hombre;17;Pfizer;02/07/2021;575;2;
" Antofagasta";Hombre;17;Pfizer;03/07/2021;60;;
" Antofagasta";Hombre;17;Pfizer;05/07/2021;143;1;
" Antofagasta";Hombre;17;Pfizer;06/07/2021;90;5;
" Antofagasta";Hombre;17;Pfizer;07/07/2021;182;6;
" Antofagasta";Hombre;17;Pfizer;08/07/2021;163;3;
" Antofagasta";Hombre;17;Pfizer;09/07/2021;138;2;
" Antofagasta";Intersex (Indeterminado);14;Pfizer;25/06/2021;1;;
" Antofagasta";Intersex (Indeterminado);16;Pfizer;07/07/2021;3;;
" Antofagasta";Intersex (Indeterminado);17;Pfizer;19/03/2021;1;;
" Antofagasta";Intersex (Indeterminado);17;Pfizer;16/04/2021;;1;
" Antofagasta";Mujer;12;Pfizer;21/06/2021;2;;
" Antofagasta";Mujer;12;Pfizer;22/06/2021;9;;
" Antofagasta";Mujer;12;Pfizer;23/06/2021;17;;
" Antofagasta";Mujer;12;Pfizer;24/06/2021;12;;
" Antofagasta";Mujer;12;Pfizer;25/06/2021;19;;
" Antofagasta";Mujer;12;Pfizer;26/06/2021;5;;
" Antofagasta";Mujer;12;Pfizer;28/06/2021;4;;
" Antofagasta";Mujer;12;Pfizer;29/06/2021;10;;
" Antofagasta";Mujer;12;Pfizer;30/06/2021;11;;
" Antofagasta";Mujer;12;Pfizer;01/07/2021;12;;
" Antofagasta";Mujer;12;Pfizer;02/07/2021;10;;
" Antofagasta";Mujer;12;Pfizer;03/07/2021;2;;
" Antofagasta";Mujer;12;Pfizer;05/07/2021;7;;
" Antofagasta";Mujer;12;Pfizer;06/07/2021;14;;
" Antofagasta";Mujer;12;Pfizer;07/07/2021;8;;
" Antofagasta";Mujer;12;Pfizer;08/07/2021;7;;
" Antofagasta";Mujer;12;Pfizer;09/07/2021;10;;
" Antofagasta";Mujer;13;Pfizer;21/06/2021;4;;
" Antofagasta";Mujer;13;Pfizer;22/06/2021;6;;
" Antofagasta";Mujer;13;Pfizer;23/06/2021;19;;
" Antofagasta";Mujer;13;Pfizer;24/06/2021;16;;
" Antofagasta";Mujer;13;Pfizer;25/06/2021;27;;
" Antofagasta";Mujer;13;Pfizer;26/06/2021;6;;
" Antofagasta";Mujer;13;Pfizer;28/06/2021;4;;
" Antofagasta";Mujer;13;Pfizer;29/06/2021;12;;
" Antofagasta";Mujer;13;Pfizer;30/06/2021;8;;
" Antofagasta";Mujer;13;Pfizer;01/07/2021;12;;
" Antofagasta";Mujer;13;Pfizer;02/07/2021;12;;
" Antofagasta";Mujer;13;Pfizer;03/07/2021;2;;
" Antofagasta";Mujer;13;Pfizer;05/07/2021;10;;
" Antofagasta";Mujer;13;Pfizer;06/07/2021;11;;
" Antofagasta";Mujer;13;Pfizer;07/07/2021;8;;
" Antofagasta";Mujer;13;Pfizer;08/07/2021;7;;
" Antofagasta";Mujer;13;Pfizer;09/07/2021;10;;
" Antofagasta";Mujer;14;Pfizer;21/06/2021;2;;
" Antofagasta";Mujer;14;Pfizer;22/06/2021;16;;
" Antofagasta";Mujer;14;Pfizer;23/06/2021;10;;
" Antofagasta";Mujer;14;Pfizer;24/06/2021;8;;
" Antofagasta";Mujer;14;Pfizer;25/06/2021;23;;
" Antofagasta";Mujer;14;Pfizer;26/06/2021;6;;
" Antofagasta";Mujer;14;Pfizer;28/06/2021;2;;
" Antofagasta";Mujer;14;Pfizer;29/06/2021;10;;
" Antofagasta";Mujer;14;Pfizer;30/06/2021;14;;
" Antofagasta";Mujer;14;Pfizer;01/07/2021;10;;
" Antofagasta";Mujer;14;Pfizer;02/07/2021;14;;
" Antofagasta";Mujer;14;Pfizer;03/07/2021;2;;
" Antofagasta";Mujer;14;Pfizer;05/07/2021;13;;
" Antofagasta";Mujer;14;Pfizer;06/07/2021;10;;
" Antofagasta";Mujer;14;Pfizer;07/07/2021;15;;
" Antofagasta";Mujer;14;Pfizer;08/07/2021;11;;
" Antofagasta";Mujer;14;Pfizer;09/07/2021;9;;
" Antofagasta";Mujer;15;Pfizer;12/04/2021;1;;
" Antofagasta";Mujer;15;Pfizer;21/06/2021;5;;
" Antofagasta";Mujer;15;Pfizer;22/06/2021;13;;
" Antofagasta";Mujer;15;Pfizer;23/06/2021;25;;
" Antofagasta";Mujer;15;Pfizer;24/06/2021;12;;
" Antofagasta";Mujer;15;Pfizer;25/06/2021;22;;
" Antofagasta";Mujer;15;Pfizer;26/06/2021;7;;
" Antofagasta";Mujer;15;Pfizer;28/06/2021;4;;
" Antofagasta";Mujer;15;Pfizer;29/06/2021;10;;
" Antofagasta";Mujer;15;Pfizer;30/06/2021;6;;
" Antofagasta";Mujer;15;Pfizer;01/07/2021;16;;
" Antofagasta";Mujer;15;Pfizer;02/07/2021;12;;
" Antofagasta";Mujer;15;Pfizer;03/07/2021;2;;
" Antofagasta";Mujer;15;Pfizer;05/07/2021;16;;
" Antofagasta";Mujer;15;Pfizer;06/07/2021;12;;
" Antofagasta";Mujer;15;Pfizer;07/07/2021;8;;
" Antofagasta";Mujer;15;Pfizer;08/07/2021;13;;
" Antofagasta";Mujer;15;Pfizer;09/07/2021;14;;
" Antofagasta";Mujer;15;Sinovac;23/06/2021;1;;
" Antofagasta";Mujer;16;Pfizer;03/03/2021;4;;
" Antofagasta";Mujer;16;Pfizer;04/03/2021;2;;
" Antofagasta";Mujer;16;Pfizer;15/03/2021;2;;
" Antofagasta";Mujer;16;Pfizer;16/03/2021;3;;
" Antofagasta";Mujer;16;Pfizer;17/03/2021;5;;
" Antofagasta";Mujer;16;Pfizer;18/03/2021;6;;
" Antofagasta";Mujer;16;Pfizer;19/03/2021;62;;
" Antofagasta";Mujer;16;Pfizer;22/03/2021;20;;
" Antofagasta";Mujer;16;Pfizer;23/03/2021;18;;
" Antofagasta";Mujer;16;Pfizer;24/03/2021;6;;
" Antofagasta";Mujer;16;Pfizer;25/03/2021;5;;
" Antofagasta";Mujer;16;Pfizer;26/03/2021;1;;
" Antofagasta";Mujer;16;Pfizer;29/03/2021;7;;
" Antofagasta";Mujer;16;Pfizer;30/03/2021;3;;
" Antofagasta";Mujer;16;Pfizer;31/03/2021;1;3;
" Antofagasta";Mujer;16;Pfizer;01/04/2021;1;1;
" Antofagasta";Mujer;16;Pfizer;05/04/2021;6;2;
" Antofagasta";Mujer;16;Pfizer;06/04/2021;6;;
" Antofagasta";Mujer;16;Pfizer;07/04/2021;9;;
" Antofagasta";Mujer;16;Pfizer;08/04/2021;4;;
" Antofagasta";Mujer;16;Pfizer;09/04/2021;2;1;
" Antofagasta";Mujer;16;Pfizer;10/04/2021;1;;
" Antofagasta";Mujer;16;Pfizer;12/04/2021;4;3;
" Antofagasta";Mujer;16;Pfizer;13/04/2021;5;3;
" Antofagasta";Mujer;16;Pfizer;14/04/2021;8;9;
" Antofagasta";Mujer;16;Pfizer;15/04/2021;7;8;
" Antofagasta";Mujer;16;Pfizer;16/04/2021;4;42;
" Antofagasta";Mujer;16;Pfizer;17/04/2021;1;4;
" Antofagasta";Mujer;16;Pfizer;19/04/2021;;23;
" Antofagasta";Mujer;16;Pfizer;20/04/2021;2;21;
" Antofagasta";Mujer;16;Pfizer;21/04/2021;1;5;
" Antofagasta";Mujer;16;Pfizer;22/04/2021;1;5;
" Antofagasta";Mujer;16;Pfizer;23/04/2021;1;1;
" Antofagasta";Mujer;16;Pfizer;24/04/2021;3;1;
" Antofagasta";Mujer;16;Pfizer;26/04/2021;;7;
